barcodes,celltype
2481,HSPC
3847,HSPC
2132,Monocyte
1162,HSPC
2870,Monocyte
3964,Monocyte
2905,Monocyte
851,HSPC
2019,HSPC
1975,HSPC
2275,Baso
38,HSPC
5413,HSPC
5347,Neutrophil
2707,Neutrophil
3747,Monocyte
5127,HSPC
1502,HSPC
1318,HSPC
2850,HSPC
4121,HSPC
2985,HSPC
4410,Monocyte
795,HSPC
3029,HSPC
2061,HSPC
1407,Monocyte
5455,Monocyte
4945,Monocyte
2142,HSPC
4563,Monocyte
3491,HSPC
5685,Neutrophil
1090,HSPC
2277,Monocyte
2850,HSPC
2444,Monocyte
2453,HSPC
4663,HSPC
4888,Monocyte
878,HSPC
2052,Neutrophil
2948,Neutrophil
3068,HSPC
4145,HSPC
2970,Neutrophil
4672,HSPC
938,HSPC
4368,Monocyte
1354,HSPC
2072,HSPC
2610,HSPC
3738,Neutrophil
2469,Neutrophil
5278,Monocyte
521,Monocyte
2870,Monocyte
5514,HSPC
929,Baso
4933,HSPC
5131,Monocyte
4825,Baso
4594,HSPC
3596,Neutrophil
2489,HSPC
189,Neutrophil
3960,HSPC
4783,HSPC
4651,Neutrophil
713,HSPC
4940,HSPC
5430,HSPC
1931,Monocyte
2942,HSPC
3875,HSPC
1735,HSPC
3897,Neutrophil
567,Neutrophil
2948,Neutrophil
3897,HSPC
3895,HSPC
255,HSPC
2143,Neutrophil
2838,HSPC
4642,Monocyte
5385,Monocyte
384,Baso
1814,Monocyte
995,Monocyte
2391,Neutrophil
5569,HSPC
1320,HSPC
3961,HSPC
1988,Monocyte
53,Baso
5769,HSPC
2780,HSPC
157,HSPC
5197,Baso
3014,Neutrophil
4391,HSPC
5211,HSPC
3117,Neutrophil
2444,Neutrophil
2237,HSPC
3786,Baso
2302,Neutrophil
4689,Neutrophil
2497,Monocyte
2979,HSPC
5221,HSPC
4164,HSPC
565,Neutrophil
3603,HSPC
681,Monocyte
5490,Monocyte
2114,HSPC
5385,HSPC
5399,HSPC
4128,Monocyte
1884,Neutrophil
938,HSPC
1936,HSPC
411,HSPC
2955,HSPC
858,HSPC
3005,Monocyte
1741,HSPC
2870,Monocyte
4545,HSPC
4308,HSPC
1085,Monocyte
2738,Monocyte
1445,HSPC
5804,Monocyte
3136,Baso
2627,HSPC
2227,HSPC
3606,Monocyte
77,Lymphoid
1512,HSPC
1162,HSPC
1354,HSPC
4817,Neutrophil
3117,Neutrophil
4410,Monocyte
2174,Monocyte
771,HSPC
1190,Monocyte
2549,HSPC
2989,HSPC
2362,HSPC
2342,Monocyte
824,HSPC
3268,Monocyte
129,Monocyte
141,Monocyte
4653,HSPC
2724,Baso
359,Baso
2231,Neutrophil
5199,HSPC
771,HSPC
1502,HSPC
3587,Monocyte
214,HSPC
3873,Baso
5666,HSPC
3505,Baso
2549,HSPC
291,Baso
2678,Neutrophil
2174,Monocyte
5676,HSPC
4945,Monocyte
3864,HSPC
858,HSPC
1237,HSPC
1830,Baso
45,Monocyte
2870,Monocyte
1271,HSPC
595,HSPC
4876,Neutrophil
1519,Monocyte
118,Neutrophil
5183,HSPC
1852,HSPC
3407,HSPC
2705,HSPC
5136,HSPC
958,Neutrophil
1430,HSPC
3058,Neutrophil
5836,Neutrophil
1238,Monocyte
5589,HSPC
2963,HSPC
2942,HSPC
2505,Neutrophil
4947,HSPC
4804,HSPC
88,HSPC
3442,HSPC
4582,HSPC
1407,Monocyte
646,Neutrophil
5441,Baso
2482,HSPC
574,Neutrophil
5700,HSPC
4762,HSPC
5767,Monocyte
4984,HSPC
1318,HSPC
5316,HSPC
1430,HSPC
329,HSPC
1674,HSPC
3484,HSPC
3847,HSPC
2631,Monocyte
157,HSPC
5100,Monocyte
1260,Baso
4594,HSPC
2437,Monocyte
5490,Monocyte
3217,Neutrophil
2332,HSPC
2927,Monocyte
935,HSPC
991,HSPC
2948,HSPC
15,HSPC
5231,Monocyte
2437,Monocyte
21,Monocyte
744,Monocyte
2635,Neutrophil
1715,Monocyte
4650,Baso
5694,HSPC
5767,HSPC
5218,HSPC
4145,HSPC
5495,HSPC
630,Monocyte
531,Baso
4411,Monocyte
5249,HSPC
4712,Monocyte
3786,Baso
2332,Monocyte
4053,HSPC
4783,HSPC
385,Monocyte
2717,Neutrophil
1326,Baso
2437,Monocyte
2093,Baso
5491,HSPC
2938,Baso
3315,Monocyte
2979,HSPC
2905,Neutrophil
1685,Monocyte
4634,Monocyte
744,Monocyte
4368,Monocyte
3400,Monocyte
4384,HSPC
2969,Monocyte
5399,HSPC
250,Neutrophil
2744,Baso
4762,HSPC
1674,HSPC
2602,HSPC
3070,HSPC
4246,HSPC
1296,HSPC
3961,HSPC
4106,Monocyte
1232,Neutrophil
701,Monocyte
1037,Neutrophil
4823,Neutrophil
122,Monocyte
5473,Monocyte
5005,Monocyte
2680,HSPC
4046,HSPC
864,HSPC
180,Monocyte
4712,HSPC
1482,Monocyte
2658,HSPC
2081,HSPC
4783,HSPC
4830,Baso
5206,Monocyte
2998,Monocyte
2774,HSPC
2052,Neutrophil
4514,HSPC
4937,Neutrophil
4901,HSPC
5133,Monocyte
3075,Baso
4366,Neutrophil
694,Monocyte
4895,HSPC
4042,Baso
3315,Monocyte
4264,Monocyte
205,Monocyte
5700,HSPC
2514,HSPC
3044,HSPC
4759,HSPC
2723,HSPC
3737,HSPC
1090,HSPC
2602,HSPC
2395,Monocyte
2942,HSPC
5490,Monocyte
2170,Baso
3747,Monocyte
5136,HSPC
5569,HSPC
2219,Neutrophil
5231,Monocyte
976,HSPC
2342,Monocyte
2291,Neutrophil
3069,Monocyte
1975,Monocyte
3315,Monocyte
2800,HSPC
5700,HSPC
2627,HSPC
3447,HSPC
49,HSPC
4612,HSPC
1069,HSPC
2812,Neutrophil
1190,Monocyte
134,Monocyte
1083,HSPC
3289,Baso
2061,HSPC
38,HSPC
3252,Monocyte
1764,Neutrophil
1716,Monocyte
54,Monocyte
3363,Neutrophil
2914,HSPC
3327,HSPC
2288,HSPC
1922,HSPC
771,HSPC
174,Baso
3942,HSPC
1643,HSPC
938,HSPC
795,Neutrophil
3673,HSPC
2707,Baso
2959,Neutrophil
3217,Neutrophil
1207,Neutrophil
4883,Monocyte
4358,Monocyte
4782,Neutrophil
2942,HSPC
3961,HSPC
3578,Baso
2063,HSPC
4607,Neutrophil
2053,HSPC
1369,Baso
1674,HSPC
4993,HSPC
3824,Neutrophil
2081,HSPC
1430,HSPC
1253,Neutrophil
1765,Monocyte
3908,Monocyte
2694,Neutrophil
2469,Neutrophil
1185,HSPC
9,Neutrophil
399,Neutrophil
4344,Monocyte
2467,Neutrophil
5786,Neutrophil
10,Neutrophil
3899,HSPC
1298,HSPC
135,Neutrophil
1224,HSPC
1488,HSPC
4411,Monocyte
774,Baso
3722,HSPC
1913,Baso
5767,Monocyte
858,HSPC
1430,HSPC
151,Neutrophil
1461,HSPC
2821,HSPC
4011,HSPC
2948,Neutrophil
5626,Baso
1723,Monocyte
1791,Neutrophil
4485,HSPC
2610,HSPC
600,HSPC
2661,HSPC
137,HSPC
2927,Monocyte
3117,Neutrophil
1512,HSPC
3895,Monocyte
4518,Neutrophil
3798,HSPC
4993,HSPC
4358,Monocyte
2082,Monocyte
3729,Monocyte
5381,Monocyte
2471,HSPC
4055,Baso
3596,Monocyte
4509,HSPC
5759,HSPC
2604,HSPC
57,HSPC
227,HSPC
935,Neutrophil
4563,Monocyte
2429,Monocyte
3304,Baso
1354,HSPC
2444,Monocyte
612,Neutrophil
3570,Neutrophil
3130,HSPC
1982,Neutrophil
5569,HSPC
2467,Neutrophil
5255,Monocyte
5399,HSPC
4618,Neutrophil
5634,HSPC
3363,Neutrophil
1298,HSPC
4876,Neutrophil
3867,Baso
3217,Neutrophil
2653,Neutrophil
2549,HSPC
3747,HSPC
2610,HSPC
2998,HSPC
4386,HSPC
2193,HSPC
1388,HSPC
3005,Monocyte
1855,Baso
2240,HSPC
674,HSPC
1640,Monocyte
5133,Monocyte
2434,Baso
1715,Monocyte
5455,Lymphoid
3369,Neutrophil
2444,Neutrophil
5589,HSPC
5437,HSPC
235,HSPC
1185,HSPC
1237,HSPC
2227,HSPC
3244,HSPC
5396,Baso
1214,HSPC
645,HSPC
380,Neutrophil
227,HSPC
5563,Neutrophil
2631,Monocyte
4087,HSPC
3350,HSPC
4202,HSPC
795,Monocyte
605,Monocyte
1488,HSPC
21,HSPC
2345,HSPC
1946,Neutrophil
2959,Neutrophil
1318,HSPC
1162,HSPC
1735,HSPC
4738,HSPC
4545,HSPC
1036,HSPC
2050,HSPC
21,Monocyte
2237,HSPC
1715,Monocyte
5127,HSPC
3786,Baso
1299,Baso
1913,Baso
2966,HSPC
3114,Neutrophil
1223,HSPC
57,HSPC
5100,Monocyte
4040,HSPC
849,Neutrophil
3534,Neutrophil
1516,HSPC
3591,Monocyte
385,Monocyte
4782,Neutrophil
2544,HSPC
641,Monocyte
1741,Lymphoid
995,Monocyte
2526,Monocyte
2226,Monocyte
4984,HSPC
1973,HSPC
2398,HSPC
5200,HSPC
2053,HSPC
5207,Neutrophil
155,HSPC
2504,Neutrophil
2429,Neutrophil
5127,HSPC
2314,Baso
900,HSPC
5455,Lymphoid
1764,Neutrophil
4868,Monocyte
1689,HSPC
4485,Monocyte
5133,Monocyte
5823,HSPC
5823,HSPC
1423,Baso
4804,HSPC
1864,Monocyte
2738,Monocyte
2972,HSPC
5500,HSPC
2437,Monocyte
4224,HSPC
5569,HSPC
3557,HSPC
2183,HSPC
2237,HSPC
4868,Monocyte
5136,HSPC
4202,HSPC
315,Monocyte
4368,Monocyte
5455,Monocyte
2631,Monocyte
1629,HSPC
1884,Neutrophil
3217,Monocyte
4151,Neutrophil
2358,HSPC
4875,HSPC
2226,Monocyte
1029,Baso
4368,Monocyte
3221,HSPC
3252,Monocyte
5794,HSPC
1928,HSPC
1715,Monocyte
4384,HSPC
1297,HSPC
205,Monocyte
1431,HSPC
880,Neutrophil
5371,HSPC
38,Monocyte
3897,HSPC
3012,HSPC
5727,Neutrophil
1439,Monocyte
399,HSPC
3756,HSPC
2437,Monocyte
514,Monocyte
4090,Monocyte
385,Monocyte
4613,Baso
3094,Monocyte
2211,HSPC
858,HSPC
5012,Neutrophil
4225,Neutrophil
992,HSPC
1797,Baso
2549,Neutrophil
5258,Monocyte
876,HSPC
1196,HSPC
5759,Baso
4704,Monocyte
5231,Monocyte
2068,HSPC
1674,HSPC
3584,HSPC
719,HSPC
1153,Neutrophil
4368,Monocyte
2306,Monocyte
30,HSPC
2547,HSPC
4825,Baso
5211,HSPC
4782,Neutrophil
3351,HSPC
5345,Neutrophil
2359,Neutrophil
2249,Baso
2989,HSPC
3005,Monocyte
1073,Monocyte
2340,HSPC
3962,HSPC
2437,Monocyte
3900,Monocyte
2586,HSPC
251,Monocyte
3949,HSPC
5141,Baso
5106,HSPC
1320,HSPC
3961,HSPC
2482,HSPC
1153,Neutrophil
978,HSPC
2249,HSPC
1298,HSPC
534,Monocyte
560,Neutrophil
1166,Neutrophil
3867,Baso
521,Monocyte
4616,Neutrophil
1237,HSPC
3490,Erythroid
5012,Neutrophil
180,Monocyte
3166,Monocyte
5197,Baso
4712,Monocyte
2225,Monocyte
255,HSPC
2774,HSPC
1747,HSPC
1582,Neutrophil
4377,Neutrophil
134,Monocyte
3274,HSPC
4344,HSPC
4940,HSPC
4358,Monocyte
1986,Monocyte
2938,Baso
5490,Monocyte
1394,Monocyte
182,HSPC
469,Neutrophil
1982,Neutrophil
1512,HSPC
4411,Monocyte
4782,Monocyte
1914,HSPC
4611,HSPC
2279,HSPC
2604,HSPC
2342,Monocyte
1777,Baso
2970,Neutrophil
3166,HSPC
1425,Monocyte
3786,Baso
3005,Monocyte
1940,Neutrophil
2336,Neutrophil
2545,HSPC
2705,HSPC
4485,Monocyte
4044,Monocyte
560,Neutrophil
3506,HSPC
5563,Neutrophil
5704,Monocyte
1326,Baso
3895,Monocyte
4945,Monocyte
400,HSPC
1522,HSPC
2280,HSPC
574,Neutrophil
3786,Baso
2040,HSPC
219,HSPC
2546,Neutrophil
1496,HSPC
5498,Monocyte
15,Baso
1488,HSPC
3860,HSPC
1901,Neutrophil
858,HSPC
5794,HSPC
3368,HSPC
2963,HSPC
4083,HSPC
49,HSPC
1723,Monocyte
2989,Monocyte
88,HSPC
2061,Baso
5563,Monocyte
1407,Monocyte
3786,Baso
5563,Monocyte
3217,HSPC
4782,Neutrophil
5569,HSPC
4386,HSPC
5823,HSPC
5782,Monocyte
4611,HSPC
1137,HSPC
5548,HSPC
1519,Monocyte
5794,HSPC
2174,Monocyte
2742,Monocyte
393,HSPC
151,HSPC
4611,HSPC
1741,HSPC
2867,Neutrophil
1723,Monocyte
1582,Neutrophil
5410,HSPC
39,Neutrophil
2998,Monocyte
5771,HSPC
5166,HSPC
508,Monocyte
4083,HSPC
3442,HSPC
2481,HSPC
3304,Baso
1746,Monocyte
2225,Monocyte
4196,Baso
141,Monocyte
5563,Monocyte
1988,Monocyte
205,Monocyte
3850,Neutrophil
3130,HSPC
2040,HSPC
1512,HSPC
1512,HSPC
4394,Neutrophil
2815,Neutrophil
3738,Neutrophil
3499,Neutrophil
1884,HSPC
3593,HSPC
2526,Monocyte
4035,HSPC
1634,HSPC
2213,HSPC
4779,HSPC
38,Monocyte
3289,Baso
4800,HSPC
1461,HSPC
951,HSPC
1864,Monocyte
235,HSPC
5723,HSPC
1410,Monocyte
2785,HSPC
3667,Neutrophil
4384,Monocyte
3307,Neutrophil
4335,HSPC
205,Monocyte
2240,HSPC
688,Baso
2817,Neutrophil
4568,HSPC
151,Neutrophil
2723,HSPC
2081,HSPC
5473,Monocyte
2708,Baso
1963,HSPC
521,Monocyte
2174,Monocyte
3251,Baso
3867,Baso
2967,Monocyte
635,HSPC
4055,HSPC
277,Monocyte
2225,Monocyte
756,Monocyte
2280,HSPC
2280,HSPC
3587,Monocyte
5374,HSPC
2306,Monocyte
5473,Monocyte
2342,Monocyte
5723,Neutrophil
54,HSPC
1884,Neutrophil
5759,HSPC
2643,Neutrophil
5823,HSPC
385,Monocyte
1461,Monocyte
4045,HSPC
4347,Neutrophil
5136,HSPC
5569,HSPC
4475,HSPC
1864,Monocyte
3962,HSPC
151,Neutrophil
5413,Monocyte
2193,HSPC
2969,Monocyte
995,Monocyte
712,Baso
385,Monocyte
5767,Monocyte
4937,Neutrophil
1166,Neutrophil
768,HSPC
291,Baso
926,Neutrophil
600,HSPC
4509,HSPC
2602,HSPC
560,Neutrophil
2453,Monocyte
1499,HSPC
3070,HSPC
2225,Monocyte
2467,Neutrophil
1735,Baso
1185,HSPC
1207,HSPC
1432,HSPC
749,Neutrophil
1643,HSPC
1654,Baso
1149,Monocyte
3075,Baso
3222,Neutrophil
2601,Neutrophil
1697,Neutrophil
5237,Neutrophil
5625,HSPC
635,HSPC
5013,HSPC
2938,Baso
0,HSPC
1715,Monocyte
2526,Monocyte
2942,HSPC
3432,HSPC
60,HSPC
864,HSPC
4035,HSPC
2851,HSPC
134,Monocyte
5231,Monocyte
4115,Baso
1564,Monocyte
3537,Monocyte
2249,HSPC
3747,Monocyte
4962,HSPC
1441,HSPC
3368,HSPC
5700,HSPC
1619,HSPC
1742,Neutrophil
2444,Neutrophil
4782,HSPC
641,Monocyte
54,Monocyte
15,Baso
4178,Monocyte
5182,Baso
5019,HSPC
3502,HSPC
4368,Monocyte
2151,HSPC
2661,HSPC
2081,HSPC
2927,Monocyte
149,HSPC
399,Neutrophil
1075,Monocyte
4335,HSPC
1061,Monocyte
3166,HSPC
3761,Monocyte
3244,HSPC
88,HSPC
1090,HSPC
2819,HSPC
3279,HSPC
88,HSPC
3856,Neutrophil
0,HSPC
2942,HSPC
4993,HSPC
4561,HSPC
5196,Monocyte
557,Monocyte
2158,Monocyte
151,Neutrophil
3070,HSPC
3994,Baso
635,HSPC
1166,Neutrophil
214,HSPC
5007,Baso
5012,HSPC
1946,Monocyte
2643,Monocyte
3895,Monocyte
2249,HSPC
5514,HSPC
2838,HSPC
2635,Neutrophil
4611,Monocyte
3135,HSPC
4804,HSPC
5147,Monocyte
2586,HSPC
1207,Neutrophil
2684,HSPC
2927,Monocyte
4505,Baso
3597,Monocyte
712,Baso
4611,Monocyte
2631,Monocyte
2627,HSPC
5563,Monocyte
2193,HSPC
430,HSPC
2582,Neutrophil
5782,Monocyte
3220,HSPC
4241,HSPC
5206,Monocyte
4735,Baso
807,Monocyte
15,HSPC
1864,Monocyte
1028,Monocyte
660,HSPC
3153,Monocyte
4531,Neutrophil
4505,Baso
327,Baso
2927,Monocyte
787,HSPC
3077,Neutrophil
2071,HSPC
5100,Monocyte
4837,HSPC
4150,Monocyte
1319,Baso
180,Monocyte
575,HSPC
2514,HSPC
2132,Monocyte
4576,HSPC
189,Neutrophil
3623,Neutrophil
4368,Monocyte
1715,Monocyte
1271,HSPC
3221,Monocyte
5294,Baso
4449,HSPC
5231,Monocyte
3985,HSPC
267,HSPC
2678,Neutrophil
1461,Monocyte
1931,Neutrophil
5569,HSPC
2225,Monocyte
1922,HSPC
2708,HSPC
5425,Baso
183,Neutrophil
141,Monocyte
5752,Monocyte
324,Neutrophil
3501,Neutrophil
3907,HSPC
3274,HSPC
3380,HSPC
4123,Neutrophil
4582,HSPC
490,HSPC
1883,HSPC
2927,Monocyte
2940,HSPC
3104,HSPC
3798,HSPC
380,HSPC
1207,HSPC
151,Monocyte
5211,Neutrophil
4485,Monocyte
3575,Monocyte
1376,Baso
4344,Monocyte
1461,Monocyte
2183,HSPC
3851,HSPC
1185,HSPC
2724,Baso
2239,HSPC
1900,HSPC
4410,HSPC
1101,HSPC
674,HSPC
1982,Neutrophil
3459,Monocyte
3503,Neutrophil
122,Monocyte
5199,HSPC
4933,HSPC
4804,Neutrophil
1223,HSPC
2905,HSPC
5802,HSPC
2549,Neutrophil
3328,HSPC
1900,HSPC
141,HSPC
1407,Monocyte
5029,HSPC
2684,HSPC
4358,Monocyte
768,HSPC
4814,HSPC
2444,Neutrophil
4945,Monocyte
2905,HSPC
1407,Monocyte
2860,Neutrophil
5435,Monocyte
5203,Baso
4394,Neutrophil
3605,Monocyte
383,HSPC
3214,HSPC
4274,HSPC
1015,Monocyte
4582,HSPC
3690,HSPC
2444,Neutrophil
3962,HSPC
4610,HSPC
2061,Neutrophil
2785,HSPC
5563,Monocyte
1260,Baso
2732,Monocyte
2193,HSPC
2299,Neutrophil
1149,Neutrophil
2905,Neutrophil
5782,HSPC
2114,HSPC
771,HSPC
4999,HSPC
5183,Neutrophil
5425,HSPC
1311,Baso
4817,Baso
4563,Monocyte
5527,Baso
5294,Baso
958,HSPC
2280,HSPC
2979,HSPC
3897,Neutrophil
1331,HSPC
3114,Neutrophil
2513,Monocyte
3505,Baso
605,Monocyte
3673,HSPC
4368,Monocyte
2393,Monocyte
205,Monocyte
267,HSPC
2022,HSPC
5435,HSPC
3915,HSPC
1354,HSPC
438,HSPC
5473,Monocyte
5600,Neutrophil
4865,HSPC
2540,HSPC
4974,Monocyte
359,Baso
892,Monocyte
1390,Neutrophil
2602,Baso
521,HSPC
1982,HSPC
531,Baso
151,Neutrophil
4307,Neutrophil
4531,Neutrophil
1461,Monocyte
858,HSPC
1742,Neutrophil
4032,Monocyte
4530,HSPC
2744,Baso
4644,HSPC
5153,Lymphoid
5199,HSPC
4150,Monocyte
2530,Neutrophil
3213,Neutrophil
902,HSPC
189,Neutrophil
2170,Baso
5012,Neutrophil
4782,Neutrophil
5563,Neutrophil
3315,Monocyte
1720,Neutrophil
5836,Neutrophil
2428,Monocyte
5413,Monocyte
3596,Monocyte
5199,HSPC
1296,HSPC
2800,HSPC
2775,Baso
5823,HSPC
1900,HSPC
440,Monocyte
1633,Monocyte
2051,HSPC
758,HSPC
608,Monocyte
2774,HSPC
122,Monocyte
4993,HSPC
4475,HSPC
1963,HSPC
384,Baso
3104,HSPC
4151,HSPC
3888,Monocyte
4610,HSPC
122,Monocyte
4150,Monocyte
5833,HSPC
3388,Neutrophil
5700,HSPC
5149,HSPC
236,HSPC
1988,Monocyte
1735,HSPC
4526,Neutrophil
780,HSPC
3117,Neutrophil
2905,Monocyte
3081,HSPC
2732,Monocyte
157,HSPC
2643,Neutrophil
1196,HSPC
189,Neutrophil
2362,Neutrophil
991,HSPC
4634,Monocyte
974,HSPC
155,Monocyte
2497,Monocyte
5276,Baso
5231,Monocyte
1735,HSPC
1579,HSPC
2927,Monocyte
5823,HSPC
2661,HSPC
4576,HSPC
3117,Neutrophil
2846,Monocyte
892,Monocyte
1946,Monocyte
3108,HSPC
3962,HSPC
3328,Baso
5506,Lymphoid
2428,Monocyte
2905,HSPC
2226,Monocyte
5857,Monocyte
3274,HSPC
5491,HSPC
3595,Baso
5625,HSPC
5100,Monocyte
2302,Neutrophil
5804,Monocyte
2132,Monocyte
4391,HSPC
2526,HSPC
2398,HSPC
2308,HSPC
1496,HSPC
3867,Baso
1205,HSPC
1715,Monocyte
5100,Monocyte
15,Baso
4043,Baso
5413,Monocyte
1716,Monocyte
5563,Monocyte
2800,HSPC
820,HSPC
2053,HSPC
3057,HSPC
3307,Neutrophil
2144,Monocyte
4083,HSPC
557,Monocyte
2651,HSPC
1516,HSPC
5206,Monocyte
3217,Monocyte
250,Neutrophil
4800,Baso
607,HSPC
2040,HSPC
4240,HSPC
521,HSPC
560,Neutrophil
2061,HSPC
1220,HSPC
2802,HSPC
3372,Baso
3895,Monocyte
5399,HSPC
4298,HSPC
2437,Monocyte
2314,Baso
3034,HSPC
1461,HSPC
3875,HSPC
3253,HSPC
1407,Monocyte
5100,Monocyte
4556,HSPC
2170,Baso
2132,HSPC
3166,Monocyte
1715,Monocyte
3117,Neutrophil
2514,HSPC
5455,Monocyte
3587,Monocyte
5804,Monocyte
1296,HSPC
3104,HSPC
81,HSPC
5563,HSPC
4945,Monocyte
3109,HSPC
2643,Neutrophil
2963,HSPC
1376,Baso
3747,Monocyte
1461,HSPC
3065,HSPC
5100,Monocyte
646,Monocyte
4087,Neutrophil
5189,HSPC
4796,HSPC
5473,Monocyte
4386,Baso
5524,Neutrophil
4830,Baso
96,Monocyte
1213,HSPC
1859,HSPC
1407,Monocyte
4940,HSPC
1143,Neutrophil
951,HSPC
2293,Neutrophil
88,HSPC
393,HSPC
2514,HSPC
3183,HSPC
2022,HSPC
4868,Monocyte
858,HSPC
5767,Monocyte
5804,Monocyte
1864,Monocyte
3220,HSPC
4224,HSPC
978,HSPC
1294,Monocyte
1260,Baso
474,Monocyte
3338,Monocyte
997,HSPC
2732,Monocyte
4825,HSPC
4636,HSPC
1582,Neutrophil
3084,HSPC
2444,HSPC
2938,HSPC
984,HSPC
4966,HSPC
382,HSPC
2429,Monocyte
3213,Neutrophil
2948,Neutrophil
1686,HSPC
878,Neutrophil
1579,HSPC
2820,HSPC
3808,Baso
1674,HSPC
4313,Monocyte
3990,HSPC
995,Monocyte
4163,Monocyte
129,HSPC
5413,Monocyte
5704,Monocyte
3102,HSPC
2374,Monocyte
2193,HSPC
5589,HSPC
2707,Baso
227,HSPC
5013,HSPC
1643,HSPC
635,HSPC
4594,Neutrophil
4610,HSPC
3285,HSPC
4782,Neutrophil
383,HSPC
2985,HSPC
1939,HSPC
2631,Monocyte
2970,Neutrophil
3114,HSPC
4010,HSPC
5316,HSPC
3961,HSPC
567,Neutrophil
3587,Monocyte
5600,HSPC
2192,Monocyte
5808,HSPC
1143,HSPC
2114,HSPC
2469,Neutrophil
1631,Baso
2645,Monocyte
1220,HSPC
177,HSPC
3942,HSPC
1196,HSPC
61,Baso
756,Monocyte
129,Monocyte
5645,HSPC
4411,Neutrophil
5625,HSPC
1940,Neutrophil
1935,HSPC
157,HSPC
2821,HSPC
713,HSPC
2815,Neutrophil
1631,Baso
3964,Monocyte
1293,Baso
83,HSPC
4712,Monocyte
3526,Monocyte
1522,HSPC
366,Monocyte
276,Neutrophil
749,Neutrophil
712,Baso
1296,HSPC
38,Monocyte
1864,HSPC
267,HSPC
5225,Monocyte
2504,Neutrophil
1817,HSPC
521,Monocyte
2602,HSPC
4525,Monocyte
4807,Lymphoid
4848,Neutrophil
3542,HSPC
96,HSPC
1029,Baso
2151,Baso
5500,HSPC
3604,HSPC
4195,Monocyte
688,Baso
1461,HSPC
3407,Neutrophil
2838,HSPC
1296,HSPC
2213,HSPC
2308,HSPC
4634,Monocyte
533,HSPC
3620,HSPC
1061,Monocyte
4145,Neutrophil
3450,HSPC
1423,HSPC
5455,Monocyte
4449,HSPC
1685,Monocyte
4611,Monocyte
858,HSPC
1931,Neutrophil
2979,HSPC
2526,HSPC
77,Lymphoid
1029,Baso
3253,Monocyte
2724,Baso
2945,HSPC
1394,Monocyte
2838,HSPC
5455,Monocyte
3786,Baso
1331,HSPC
1207,HSPC
396,Neutrophil
1570,HSPC
3949,HSPC
641,Monocyte
1613,Baso
378,Baso
4804,HSPC
557,Monocyte
5391,HSPC
5752,Monocyte
2738,Monocyte
4937,Neutrophil
1260,Baso
941,Neutrophil
1318,HSPC
3534,HSPC
5294,HSPC
1735,Baso
3184,HSPC
5206,Monocyte
3217,Monocyte
5199,HSPC
5723,HSPC
2643,Monocyte
5276,Baso
5133,Monocyte
1237,HSPC
2340,HSPC
2602,Neutrophil
2000,Neutrophil
4507,HSPC
60,HSPC
1153,Neutrophil
1390,Neutrophil
3798,HSPC
2549,Neutrophil
3311,Monocyte
923,Monocyte
2434,Baso
575,HSPC
681,Monocyte
3554,HSPC
2526,HSPC
4933,HSPC
1854,Neutrophil
149,HSPC
2391,Neutrophil
4782,Monocyte
3916,HSPC
4035,HSPC
5218,HSPC
1223,HSPC
560,Neutrophil
3603,HSPC
384,Baso
4868,Monocyte
134,Monocyte
1198,Monocyte
713,HSPC
878,HSPC
994,HSPC
795,Neutrophil
1777,Baso
1178,Monocyte
5316,HSPC
1166,Neutrophil
807,HSPC
2063,HSPC
4123,Neutrophil
1864,HSPC
2870,Monocyte
5569,HSPC
4634,Monocyte
3253,Monocyte
2631,Monocyte
2705,HSPC
3285,HSPC
5634,HSPC
2963,Monocyte
4053,HSPC
3070,HSPC
2938,HSPC
4563,HSPC
5199,HSPC
2302,Neutrophil
2213,HSPC
2867,Neutrophil
5569,HSPC
3964,Monocyte
2040,HSPC
4817,Neutrophil
2549,HSPC
3641,HSPC
383,HSPC
4113,HSPC
3351,HSPC
2225,Monocyte
5413,HSPC
5749,HSPC
3359,Neutrophil
5206,Monocyte
1255,Neutrophil
1988,Monocyte
4712,Monocyte
1249,HSPC
4368,Monocyte
2437,Monocyte
3511,Monocyte
1361,HSPC
2219,Neutrophil
5848,HSPC
88,HSPC
1643,HSPC
4611,Monocyte
2342,Monocyte
1488,HSPC
1430,HSPC
2280,HSPC
4525,HSPC
557,Monocyte
2144,Monocyte
1432,HSPC
3747,Monocyte
5143,HSPC
4634,Monocyte
1948,Baso
2986,Monocyte
3315,Monocyte
2225,Monocyte
5147,Monocyte
5203,HSPC
3114,HSPC
2938,Baso
4241,HSPC
3063,HSPC
1689,Neutrophil
4629,Neutrophil
4344,HSPC
3153,Monocyte
5651,HSPC
149,HSPC
5659,Monocyte
1715,Monocyte
1576,HSPC
4651,HSPC
469,Neutrophil
3860,HSPC
2211,HSPC
2226,Monocyte
531,Baso
2547,HSPC
2444,Monocyte
2627,HSPC
1318,HSPC
5012,Baso
4895,HSPC
2942,HSPC
5694,Neutrophil
1674,HSPC
1519,HSPC
10,Neutrophil
1780,HSPC
798,HSPC
2240,Neutrophil
733,Baso
135,Neutrophil
5399,HSPC
1029,Baso
2943,HSPC
2424,HSPC
2526,HSPC
3498,HSPC
1579,HSPC
4696,HSPC
5782,Monocyte
214,Monocyte
2437,Monocyte
5273,HSPC
4830,Baso
4545,HSPC
2549,Neutrophil
